"","comparison","ROI","Chisq","Chisq diff","Pr(>Chisq)","LRT_p05"
"834","uncon_v_con","rh_bankssts",508.690029793365,474.969078305779,8.90831300134027e-76,"sig"
"135","uncon","rh_caudalanteriorcingulate",35.3643737439659,NA,NA,NA
"235","uncon_v_timecon","rh_caudalanteriorcingulate",80.0669812555998,44.7026075116339,0.00121063154086496,"sig"
"335","timecon_v_con","rh_caudalanteriorcingulate",454.942294944233,374.875313688633,3.26631097134773e-67,"sig"
"535","uncon_v_errcon","rh_caudalanteriorcingulate",410.624414889167,375.260041145202,2.71958190978806e-67,"sig"
"635","errcon_v_con","rh_caudalanteriorcingulate",454.942294944233,44.3178800550652,0.00136415638009417,"sig"
"835","uncon_v_con","rh_caudalanteriorcingulate",454.942294944233,419.577921200267,9.11156008695643e-65,"sig"
"136","uncon","rh_caudalmiddlefrontal",44.9137950168791,NA,NA,NA
"236","uncon_v_timecon","rh_caudalmiddlefrontal",64.747370872744,19.8335758558649,0.468382722315783,"nonsig"
"336","timecon_v_con","rh_caudalmiddlefrontal",427.491515911931,362.744145039187,1.04822375849734e-64,"sig"
"536","uncon_v_errcon","rh_caudalmiddlefrontal",407.0394580417,362.125663024821,1.40644889368606e-64,"sig"
"636","errcon_v_con","rh_caudalmiddlefrontal",427.491515911931,20.452057870231,0.429989474978009,"nonsig"
"836","uncon_v_con","rh_caudalmiddlefrontal",427.491515911931,382.577720895052,1.72373638619807e-57,"sig"
"137","uncon","rh_cuneus",99.7616083988966,NA,NA,NA
"237","uncon_v_timecon","rh_cuneus",178.49408533364,78.7324769347429,6.43637319174678e-09,"sig"
"337","timecon_v_con","rh_cuneus",505.164552309944,326.670466976305,2.7978098506321e-57,"sig"
"537","uncon_v_errcon","rh_cuneus",422.103015192964,322.341406794067,2.16298415233891e-56,"sig"
"637","errcon_v_con","rh_cuneus",505.164552309944,83.0615371169804,1.17933074164321e-09,"sig"
"837","uncon_v_con","rh_cuneus",505.164552309944,405.402943911048,5.69584913648559e-62,"sig"
"138","uncon","rh_entorhinal",52.2902381424018,NA,NA,NA
"238","uncon_v_timecon","rh_entorhinal",93.2810197815977,40.9907816391959,0.00373540038097604,"sig"
"338","timecon_v_con","rh_entorhinal",221.848111221117,128.56709143952,7.23474740813672e-18,"sig"
"538","uncon_v_errcon","rh_entorhinal",179.025360310424,126.735122168022,1.59263949570486e-17,"sig"
"638","errcon_v_con","rh_entorhinal",221.848111221117,42.8227509106934,0.00215746557181457,"sig"
"838","uncon_v_con","rh_entorhinal",221.848111221117,169.557873078715,6.94577052471678e-18,"sig"
"139","uncon","rh_fusiform",20.5956160447077,NA,NA,NA
"239","uncon_v_timecon","rh_fusiform",40.6307154756898,20.0350994309821,0.455736004582388,"nonsig"
"339","timecon_v_con","rh_fusiform",659.657974517002,619.027259041312,2.81232957391783e-118,"sig"
"539","uncon_v_errcon","rh_fusiform",640.814544808174,620.218928763466,1.57685146756766e-118,"sig"
"639","errcon_v_con","rh_fusiform",659.657974517002,18.8434297088279,0.53202324128529,"nonsig"
"839","uncon_v_con","rh_fusiform",659.657974517002,639.062358472294,5.70902621099683e-109,"sig"
"140","uncon","rh_inferiorparietal",32.6151598839328,NA,NA,NA
"240","uncon_v_timecon","rh_inferiorparietal",63.532039778934,30.9168798950012,0.0562973837828574,"nonsig"
"340","timecon_v_con","rh_inferiorparietal",1172.19734226328,1108.66530248435,2.49836219292524e-222,"sig"
"540","uncon_v_errcon","rh_inferiorparietal",1140.60901356192,1107.99385367799,3.47612225137203e-222,"sig"
"640","errcon_v_con","rh_inferiorparietal",1172.19734226328,31.5883287013608,0.047887296922732,"sig"
"840","uncon_v_con","rh_inferiorparietal",1172.19734226328,1139.58218237935,6.77762797107543e-213,"sig"
"141","uncon","rh_inferiortemporal",30.4547656485255,NA,NA,NA
"241","uncon_v_timecon","rh_inferiortemporal",53.0111423224919,22.5563766739664,0.311098430972307,"nonsig"
"341","timecon_v_con","rh_inferiortemporal",880.715147947495,827.704005625003,1.85236435344063e-162,"sig"
"541","uncon_v_errcon","rh_inferiortemporal",856.622406218274,826.167640569749,3.92735196179262e-162,"sig"
"641","errcon_v_con","rh_inferiortemporal",880.715147947495,24.0927417292202,0.238364481124861,"nonsig"
"841","uncon_v_con","rh_inferiortemporal",880.715147947495,850.260382298969,1.75765319700029e-152,"sig"
"142","uncon","rh_isthmuscingulate",89.0691841361378,NA,NA,NA
"242","uncon_v_timecon","rh_isthmuscingulate",125.724938288418,36.65575415228,0.0128646845603907,"sig"
"342","timecon_v_con","rh_isthmuscingulate",553.050482303982,427.325544015564,4.30359566954508e-78,"sig"
"542","uncon_v_errcon","rh_isthmuscingulate",519.254524775464,430.185340639326,1.09340138281227e-78,"sig"
"642","errcon_v_con","rh_isthmuscingulate",553.050482303982,33.7959575285179,0.0275385414997612,"sig"
"842","uncon_v_con","rh_isthmuscingulate",553.050482303982,463.981298167844,1.39160399370069e-73,"sig"
"143","uncon","rh_lateraloccipital",56.0172114299612,NA,NA,NA
"243","uncon_v_timecon","rh_lateraloccipital",108.002167549868,51.9849561199065,0.000114435066987207,"sig"
"343","timecon_v_con","rh_lateraloccipital",790.71382551438,682.711657964512,1.00396561801119e-131,"sig"
"543","uncon_v_errcon","rh_lateraloccipital",739.381983161711,683.36477173175,7.305050560982e-132,"sig"
"643","errcon_v_con","rh_lateraloccipital",790.71382551438,51.331842352669,0.000142393208969161,"sig"
"843","uncon_v_con","rh_lateraloccipital",790.71382551438,734.696614084419,1.37101515841578e-128,"sig"
"144","uncon","rh_lateralorbitofrontal",36.8405296584544,NA,NA,NA
"244","uncon_v_timecon","rh_lateralorbitofrontal",68.8186856573975,31.9781559989431,0.0435316322060303,"sig"
"344","timecon_v_con","rh_lateralorbitofrontal",404.371767471315,335.553081813918,4.1897112170244e-59,"sig"
"544","uncon_v_errcon","rh_lateralorbitofrontal",372.364049444094,335.52351978564,4.24875000507961e-59,"sig"
"644","errcon_v_con","rh_lateralorbitofrontal",404.371767471315,32.0077180272212,0.0432161456535333,"sig"
"844","uncon_v_con","rh_lateralorbitofrontal",404.371767471315,367.531237812861,1.49496127111591e-54,"sig"
"145","uncon","rh_lingual",52.6823096311863,NA,NA,NA
"245","uncon_v_timecon","rh_lingual",97.9160499514029,45.2337403202166,0.00102570098746496,"sig"
"345","timecon_v_con","rh_lingual",432.612176660335,334.696126708932,6.28545656029875e-59,"sig"
"545","uncon_v_errcon","rh_lingual",386.63358604747,333.951276416284,8.94180396644762e-59,"sig"
"645","errcon_v_con","rh_lingual",432.612176660335,45.9785906128652,0.000811490491789458,"sig"
